# RA DEC VAL WEIGHT SAMPLE
0.496758 -0.104303 0.427366 1 20
0.50289 -0.0990703 0.0859122 1 20
0.47836 -0.109539 0.0420525 1 20
0.484492 -0.104303 0.630997 1 20
0.472226 -0.104303 0.247399 1 20
0.47836 -0.0990703 0.0252653 1 20
0.490625 -0.0990703 0.0989288 1 20
0.496758 -0.0938403 0.180755 1 20
0.484492 -0.0938403 0.606451 1 20
0.490625 -0.0886129 0.196894 1 20
0.386367 -0.167363 -0.125995 1 20
0.374101 -0.167363 0.00660312 1 17
0.380235 -0.162086 0.207031 1 17
0.361836 -0.167363 -0.051146 1 17
0.349571 -0.167363 -0.0604054 1 17
0.355703 -0.162086 -0.237748 1 17
0.36797 -0.162086 0.401774 1 17
0.374101 -0.156813 -0.594945 1 17
0.361836 -0.156813 0.0275081 1 17
0.36797 -0.151545 -0.479162 1 17
0.337304 -0.167363 0.0729206 1 17
0.325039 -0.167363 -0.0565897 1 17
0.331172 -0.162086 -0.267831 1 17
0.312774 -0.167363 -0.265472 1 17
0.300508 -0.167363 0.0922617 1 17
0.30664 -0.162086 -0.0564989 1 17
0.318905 -0.162086 0.0480772 1 17
0.325039 -0.156813 0.11619 1 17
0.312774 -0.156813 0.251252 1 17
0.318905 -0.151545 -0.161546 1 17
0.343438 -0.162086 -0.374399 1 17
0.349571 -0.156813 0.0609951 1 17
0.337304 -0.156813 -0.0251128 1 17
0.343438 -0.151545 0.505313 1 17
0.355703 -0.151545 0.176695 1 17
0.349571 -0.146281 0.457259 1 17
0.355703 -0.141021 0.178882 1 17
0.331172 -0.151545 -0.127057 1 17
0.337304 -0.146281 0.496497 1 17
0.325039 -0.146281 -0.101805 1 17
0.331172 -0.141021 0.16677 1 17
0.343438 -0.141021 -0.0169325 1 17
0.349571 -0.135765 0.152628 1 17
0.337304 -0.135765 -0.253046 1 17
0.343438 -0.130513 0.141796 1 17
0.275976 -0.167363 -0.319525 1 17
0.28211 -0.162086 -0.187098 1 17
0.263711 -0.167363 0.342144 1 17
0.251446 -0.167363 0.170845 1 17
0.257578 -0.162086 0.217099 1 17
0.269845 -0.162086 0.136036 1 17
0.275976 -0.156813 0.196 1 17
0.263711 -0.156813 0.473221 1 17
0.269845 -0.151545 0.106567 1 17
0.239179 -0.167363 0.179361 1 17
0.226914 -0.167363 0.530649 1 17
0.233047 -0.162086 0.35058 1 17
0.214649 -0.167363 -0.0162972 1 17
0.202383 -0.167363 0.266445 1 16
0.208515 -0.162086 0.290152 1 16
0.22078 -0.162086 0.1383 1 17
0.226914 -0.156813 -0.150201 1 17
0.214649 -0.156813 0.249419 1 17
0.22078 -0.151545 0.478325 1 17
0.245312 -0.162086 0.383317 1 17
0.251446 -0.156813 -0.00258374 1 17
0.239179 -0.156813 -0.166788 1 17
0.245312 -0.151545 -0.0454748 1 17
0.257578 -0.151545 0.132386 1 17
0.263711 -0.146281 -0.233934 1 17
0.251446 -0.146281 -0.0119525 1 17
0.257578 -0.141021 -0.211225 1 17
0.233047 -0.151545 -0.0619227 1 17
0.239179 -0.146281 -0.345313 1 17
0.226914 -0.146281 0.437573 1 17
0.233047 -0.141021 -0.17393 1 17
0.245312 -0.141021 -0.130917 1 17
0.251446 -0.135765 0.0611848 1 17
0.239179 -0.135765 0.0288193 1 17
0.245312 -0.130513 0.109636 1 17
0.300508 -0.156813 -0.0725547 1 17
0.30664 -0.151545 0.234319 1 17
0.312774 -0.146281 -0.261752 1 17
0.300508 -0.146281 0.251807 1 17
0.30664 -0.141021 -0.0077666 1 17
0.28211 -0.151545 -0.0134523 1 17
0.288242 -0.146281 0.589585 1 17
0.275976 -0.146281 -0.0224746 1 17
0.28211 -0.141021 0.263456 1 17
0.294375 -0.141021 0.248699 1 17
0.300508 -0.135765 0.115893 1 17
0.288242 -0.135765 0.332711 1 17
0.294375 -0.130513 0.169521 1 17
0.318905 -0.141021 -0.161852 1 17
0.325039 -0.135765 -0.0821552 1 17
0.312774 -0.135765 -0.346283 1 17
0.318905 -0.130513 -0.0482158 1 17
0.331172 -0.130513 -0.0215241 1 17
0.337304 -0.125264 0.197743 1 17
0.325039 -0.125264 0.166918 1 17
0.331172 -0.120019 -0.239492 1 17
0.30664 -0.130513 0.0104426 1 17
0.312774 -0.125264 0.584686 1 17
0.300508 -0.125264 0.420485 1 17
0.30664 -0.120019 0.392645 1 17
0.318905 -0.120019 0.517395 1 17
0.325039 -0.114777 0.00706422 1 17
0.312774 -0.114777 0.252697 1 17
0.318905 -0.109539 0.00363207 1 17
0.269845 -0.141021 -0.321832 1 17
0.275976 -0.135765 0.186117 1 17
0.263711 -0.135765 -0.0131794 1 17
0.269845 -0.130513 -0.0230554 1 17
0.28211 -0.130513 0.303631 1 17
0.288242 -0.125264 0.322862 1 17
0.275976 -0.125264 -0.161644 1 17
0.28211 -0.120019 -0.109101 1 17
0.257578 -0.130513 0.00012815 1 17
0.263711 -0.125264 0.243704 1 17
0.251446 -0.125264 -0.260571 1 17
0.257578 -0.120019 0.09627 1 17
0.269845 -0.120019 0.273214 1 17
0.275976 -0.114777 0.191341 1 17
0.263711 -0.114777 -0.166151 1 17
0.269845 -0.109539 0.180153 1 17
0.294375 -0.120019 0.109925 1 17
0.300508 -0.114777 0.649489 1 17
0.288242 -0.114777 0.248165 1 17
0.294375 -0.109539 0.39256 1 17
0.300508 -0.104303 0.458449 1 17
0.30664 -0.0990703 -0.239992 1 17
0.28211 -0.109539 0.248903 1 17
0.288242 -0.104303 0.652439 1 17
0.275976 -0.104303 0.197383 1 17
0.28211 -0.0990703 -0.186154 1 17
0.294375 -0.0990703 0.432416 1 17
0.300508 -0.0938403 -0.42659 1 17
0.288242 -0.0938403 0.222674 1 17
0.294375 -0.0886129 0.533823 1 17
0.3925 -0.162086 -0.0904179 1 20
0.398633 -0.156813 0.119893 1 20
0.386367 -0.156813 0.142324 1 20
0.3925 -0.151545 0.200784 1 20
0.410899 -0.146281 -0.0127907 1 20
0.398633 -0.146281 -0.297035 1 20
0.404765 -0.141021 -0.284222 1 20
0.380235 -0.151545 -0.290185 1 17
0.386367 -0.146281 -0.237153 1 20
0.374101 -0.146281 -0.0358133 1 17
0.380235 -0.141021 0.10199 1 17
0.3925 -0.141021 -0.341952 1 20
0.398633 -0.135765 0.0274079 1 20
0.386367 -0.135765 -0.0232519 1 20
0.3925 -0.130513 -0.154583 1 20
0.41703 -0.141021 0.0304604 1 20
0.423164 -0.135765 -0.0252748 1 20
0.410899 -0.135765 -0.507944 1 20
0.41703 -0.130513 0.073868 1 20
0.429297 -0.130513 0.00271642 1 20
0.435429 -0.125264 0.115656 1 20
0.423164 -0.125264 -0.103622 1 20
0.429297 -0.120019 0.649744 1 20
0.404765 -0.130513 0.121954 1 20
0.410899 -0.125264 0.061644 1 20
0.398633 -0.125264 0.0701268 1 20
0.404765 -0.120019 -0.105739 1 20
0.41703 -0.120019 0.0168651 1 20
0.423164 -0.114777 0.0607489 1 20
0.410899 -0.114777 0.0339557 1 20
0.41703 -0.109539 0.813505 1 20
0.374101 -0.135765 -0.188515 1 17
0.361836 -0.135765 -0.344866 1 17
0.36797 -0.130513 -0.219214 1 17
0.380235 -0.130513 -0.178243 1 17
0.386367 -0.125264 0.66947 1 20
0.374101 -0.125264 -0.104041 1 17
0.380235 -0.120019 -0.023028 1 17
0.355703 -0.130513 0.0640601 1 17
0.361836 -0.125264 -0.201393 1 17
0.349571 -0.125264 0.303748 1 17
0.355703 -0.120019 0.00903678 1 17
0.36797 -0.120019 0.532049 1 17
0.374101 -0.114777 0.549985 1 17
0.361836 -0.114777 0.137767 1 17
0.36797 -0.109539 0.326541 1 17
0.3925 -0.120019 0.19175 1 20
0.398633 -0.114777 0.362729 1 20
0.386367 -0.114777 0.136179 1 20
0.3925 -0.109539 -0.1642 1 20
0.404765 -0.109539 0.00046134 1 20
0.410899 -0.104303 0.104298 1 20
0.398633 -0.104303 -0.231925 1 20
0.404765 -0.0990703 -0.157766 1 20
0.380235 -0.109539 0.0101236 1 17
0.386367 -0.104303 0.0942328 1 20
0.374101 -0.104303 0.225626 1 17
0.380235 -0.0990703 -0.0834553 1 17
0.3925 -0.0990703 0.373369 1 20
0.398633 -0.0938403 -0.154237 1 20
0.386367 -0.0938403 -0.191284 1 20
0.3925 -0.0886129 -0.208565 1 20
0.441563 -0.120019 0.359415 1 20
0.447696 -0.114777 0.474239 1 20
0.435429 -0.114777 0.162387 1 20
0.441563 -0.109539 0.215796 1 20
0.453828 -0.109539 0.162593 1 20
0.459961 -0.104303 0.522163 1 20
0.447696 -0.104303 -0.00236309 1 20
0.453828 -0.0990703 -0.0687754 1 20
0.429297 -0.109539 0.279267 1 20
0.435429 -0.104303 0.387798 1 20
0.423164 -0.104303 -0.0654685 1 20
0.429297 -0.0990703 0.27719 1 20
0.441563 -0.0990703 -0.12444 1 20
0.447696 -0.0938403 -0.181508 1 20
0.435429 -0.0938403 -0.10182 1 20
0.441563 -0.0886129 -0.12808 1 20
0.466095 -0.0990703 0.384894 1 20
0.472226 -0.0938403 -0.268192 1 20
0.459961 -0.0938403 0.0330937 1 20
0.466095 -0.0886129 0.203077 1 20
0.453828 -0.0886129 0.142028 1 20
0.459961 -0.0833878 0.082702 1 20
0.447696 -0.0833878 0.314809 1 20
0.453828 -0.0781651 0.08592 1 20
0.466095 -0.0781651 0.324815 1 20
0.472226 -0.0729445 -0.286854 1 20
0.459961 -0.0729445 -0.0768074 1 20
0.466095 -0.0677258 -0.193666 1 20
0.41703 -0.0990703 0.0944499 1 20
0.423164 -0.0938403 0.0575781 1 20
0.410899 -0.0938403 -0.0393301 1 20
0.41703 -0.0886129 0.425827 1 20
0.429297 -0.0886129 0.143274 1 20
0.435429 -0.0833878 -0.0266663 1 20
0.423164 -0.0833878 0.00643563 1 20
0.429297 -0.0781651 -0.0834553 1 20
0.404765 -0.0886129 -0.163305 1 20
0.410899 -0.0833878 0.0404413 1 20
0.398633 -0.0833878 0.134655 1 20
0.404765 -0.0781651 0.213074 1 20
0.41703 -0.0781651 0.307917 1 20
0.423164 -0.0729445 0.0457288 1 20
0.410899 -0.0729445 -0.0189238 1 20
0.41703 -0.0677258 -0.0560574 1 20
0.441563 -0.0781651 0.0657992 1 20
0.447696 -0.0729445 -0.0154433 1 20
0.435429 -0.0729445 -0.162622 1 20
0.441563 -0.0677258 -0.0779418 1 20
0.453828 -0.0677258 -0.0323986 1 20
0.459961 -0.062509 0.0668259 1 20
0.447696 -0.062509 0.241866 1 20
0.453828 -0.057294 0.209097 1 20
0.429297 -0.0677258 -0.210423 1 20
0.435429 -0.062509 -0.108086 1 20
0.423164 -0.062509 0.0699784 1 20
0.429297 -0.057294 0.37483 1 20
0.441563 -0.057294 0.12171 1 20
0.447696 -0.0520806 0.122496 1 20
0.435429 -0.0520806 0.0205585 1 20
0.441563 -0.0468683 0.0431396 1 20
0.343438 -0.120019 -0.0155428 1 17
0.349571 -0.114777 0.271563 1 17
0.337304 -0.114777 -0.0667904 1 17
0.343438 -0.109539 -0.161398 1 17
0.355703 -0.109539 0.129076 1 17
0.361836 -0.104303 -0.261672 1 17
0.349571 -0.104303 0.270741 1 17
0.355703 -0.0990703 0.105245 1 17
0.331172 -0.109539 0.031038 1 17
0.337304 -0.104303 -0.0205588 1 17
0.325039 -0.104303 0.339707 1 17
0.331172 -0.0990703 0.0288532 1 17
0.343438 -0.0990703 0.121822 1 17
0.349571 -0.0938403 -0.130481 1 17
0.337304 -0.0938403 0.381558 1 17
0.343438 -0.0886129 0.359909 1 17
0.36797 -0.0990703 0.263376 1 17
0.374101 -0.0938403 0.379641 1 17
0.380235 -0.0886129 -0.0861543 1 17
0.386367 -0.0833878 -0.0721654 1 20
0.374101 -0.0833878 0.0355457 1 17
0.380235 -0.0781651 0.0327941 1 17
0.349571 -0.0833878 0.280309 1 17
0.36797 -0.0781651 0.0364802 1 17
0.374101 -0.0729445 -0.333456 1 17
0.361836 -0.0729445 0.0193456 1 17
0.36797 -0.0677258 -0.0970457 1 17
0.318905 -0.0990703 0.135628 1 17
0.325039 -0.0938403 -0.20946 1 17
0.312774 -0.0938403 -0.538235 1 17
0.318905 -0.0886129 -0.0976165 1 17
0.331172 -0.0886129 -0.0456191 1 17
0.337304 -0.0833878 -0.0349762 1 17
0.325039 -0.0833878 0.162494 1 17
0.331172 -0.0781651 -0.0139462 1 17
0.30664 -0.0886129 -0.345749 1 17
0.312774 -0.0833878 -0.00675863 1 17
0.300508 -0.0833878 0.187199 1 17
0.30664 -0.0781651 -0.0422645 1 17
0.318905 -0.0781651 0.0872781 1 17
0.325039 -0.0729445 0.0366201 1 17
0.312774 -0.0729445 0.535936 1 17
0.318905 -0.0677258 -0.157227 1 17
0.343438 -0.0781651 -0.0969159 1 17
0.349571 -0.0729445 -0.137123 1 17
0.337304 -0.0729445 0.033757 1 17
0.343438 -0.0677258 -0.210984 1 17
0.355703 -0.0677258 -0.0409772 1 17
0.361836 -0.062509 -0.120612 1 17
0.349571 -0.062509 -0.171508 1 17
0.355703 -0.057294 0.095821 1 17
0.331172 -0.0677258 0.196133 1 17
0.337304 -0.062509 -0.211334 1 17
0.325039 -0.062509 -0.0035063 1 17
0.331172 -0.057294 0.00948513 1 17
0.343438 -0.057294 0.0898641 1 17
0.349571 -0.0520806 -0.295155 1 17
0.337304 -0.0520806 -0.242764 1 17
0.343438 -0.0468683 0.171885 1 17
0.3925 -0.0781651 -0.10778 1 20
0.398633 -0.0729445 -0.0295409 1 20
0.386367 -0.0729445 -0.185152 1 20
0.3925 -0.0677258 0.175609 1 20
0.404765 -0.0677258 -0.150714 1 20
0.410899 -0.062509 0.330196 1 20
0.398633 -0.062509 -0.105599 1 20
0.404765 -0.057294 0.138181 1 20
0.380235 -0.0677258 -0.421957 1 17
0.386367 -0.062509 0.103516 1 20
0.374101 -0.062509 0.316589 1 17
0.380235 -0.057294 0.215874 1 17
0.3925 -0.057294 0.357073 1 20
0.398633 -0.0520806 0.378265 1 20
0.386367 -0.0520806 0.320903 1 20
0.3925 -0.0468683 -0.0323119 1 20
0.41703 -0.057294 0.0181223 1 20
0.423164 -0.0520806 0.00589657 1 20
0.410899 -0.0520806 0.169133 1 20
0.41703 -0.0468683 -0.397854 1 20
0.429297 -0.0468683 -0.102636 1 20
0.435429 -0.0416577 -0.201956 1 20
0.423164 -0.0416577 -0.00950289 1 20
0.429297 -0.0364479 0.37326 1 20
0.404765 -0.0468683 0.0109041 1 20
0.410899 -0.0416577 0.0333434 1 20
0.398633 -0.0416577 0.412624 1 20
0.404765 -0.0364479 -0.316863 1 20
0.41703 -0.0364479 -0.0388383 1 20
0.423164 -0.0312392 0.251375 1 20
0.410899 -0.0312392 0.462293 1 20
0.41703 -0.0260315 -0.212229 1 20
0.36797 -0.057294 0.0665367 1 17
0.374101 -0.0520806 0.377595 1 17
0.361836 -0.0520806 0.22855 1 17
0.36797 -0.0468683 0.459705 1 17
0.380235 -0.0468683 0.282429 1 17
0.386367 -0.0416577 -0.0994503 1 20
0.374101 -0.0416577 0.0417233 1 17
0.380235 -0.0364479 0.581609 1 17
0.355703 -0.0468683 0.08222 1 17
0.361836 -0.0416577 0.819058 1 17
0.349571 -0.0416577 -0.0883538 1 17
0.355703 -0.0364479 0.38609 1 17
0.36797 -0.0364479 0.40633 1 17
0.374101 -0.0312392 -0.152266 1 17
0.361836 -0.0312392 0.27458 1 17
0.36797 -0.0260315 0.0407058 1 17
0.3925 -0.0364479 -0.0592414 1 20
0.398633 -0.0312392 0.183519 1 20
0.386367 -0.0312392 -0.0231587 1 20
0.3925 -0.0260315 -0.325725 1 20
0.404765 -0.0260315 0.0962697 1 20
0.410899 -0.0208243 -0.00258374 1 22
0.398633 -0.0208243 -0.137126 1 22
0.404765 -0.0156177 0.595309 1 22
0.380235 -0.0260315 -0.181828 1 17
0.386367 -0.0208243 -0.335572 1 22
0.374101 -0.0208243 0.360384 1 17
0.380235 -0.0156177 -0.271605 1 17
0.3925 -0.0156177 -0.151491 1 22
0.398633 -0.0104116 0.124134 1 22
0.386367 -0.0104116 -0.00197637 1 22
0.3925 -0.00520572 0.147144 1 22
0.58875 -0.162086 0.121348 1 21
0.594883 -0.156813 -0.0388575 1 21
0.582617 -0.156813 0.29652 1 21
0.58875 -0.151545 0.0482348 1 21
0.601015 -0.151545 -0.31837 1 21
0.607149 -0.146281 -0.126381 1 21
0.594883 -0.146281 0.0622814 1 21
0.601015 -0.141021 0.255618 1 21
0.576485 -0.151545 -0.28206 1 21
0.582617 -0.146281 -0.130824 1 21
0.570351 -0.146281 0.00633299 1 20
0.576485 -0.141021 -0.0508918 1 21
0.58875 -0.141021 0.198965 1 21
0.594883 -0.135765 0.00664353 1 21
0.582617 -0.135765 0.413724 1 21
0.58875 -0.130513 0.268811 1 21
0.61328 -0.141021 -0.216025 1 21
0.619414 -0.135765 -0.235165 1 21
0.607149 -0.135765 -0.213601 1 21
0.61328 -0.130513 -0.146639 1 21
0.625547 -0.130513 0.271334 1 21
0.631679 -0.125264 -0.015918 1 21
0.619414 -0.125264 0.0846559 1 21
0.625547 -0.120019 -0.427146 1 21
0.601015 -0.130513 -0.111946 1 21
0.607149 -0.125264 -0.207455 1 21
0.594883 -0.125264 -0.510241 1 21
0.601015 -0.120019 0.0584441 1 21
0.61328 -0.120019 0.113083 1 21
0.619414 -0.114777 0.0978757 1 21
0.607149 -0.114777 0.0303327 1 21
0.61328 -0.109539 0.144095 1 21
0.56422 -0.141021 0.194657 1 20
0.570351 -0.135765 0.424145 1 20
0.558086 -0.135765 -0.151651 1 20
0.56422 -0.130513 0.281806 1 20
0.576485 -0.130513 0.12092 1 21
0.582617 -0.125264 0.144814 1 21
0.570351 -0.125264 -0.131472 1 20
0.576485 -0.120019 -0.00258374 1 21
0.551953 -0.130513 0.0327631 1 20
0.558086 -0.125264 0.0681317 1 20
0.545821 -0.125264 -0.0105909 1 20
0.551953 -0.120019 -0.213246 1 20
0.56422 -0.120019 0.115125 1 20
0.570351 -0.114777 -0.161852 1 20
0.558086 -0.114777 0.664952 1 20
0.56422 -0.109539 0.142324 1 20
0.58875 -0.120019 0.120971 1 21
0.594883 -0.114777 -0.0698764 1 21
0.582617 -0.114777 0.0704709 1 21
0.58875 -0.109539 0.187052 1 21
0.601015 -0.109539 -0.00705683 1 21
0.607149 -0.104303 0.86026 1 21
0.594883 -0.104303 0.116906 1 21
0.601015 -0.0990703 0.791622 1 21
0.576485 -0.109539 -0.333802 1 21
0.582617 -0.104303 0.321255 1 21
0.570351 -0.104303 0.0338944 1 20
0.576485 -0.0990703 0.146818 1 21
0.58875 -0.0990703 -0.0243378 1 21
0.594883 -0.0938403 -0.142612 1 21
0.582617 -0.0938403 0.160846 1 21
0.58875 -0.0886129 0.0425228 1 21
0.637813 -0.120019 -0.177016 1 21
0.643946 -0.114777 0.162593 1 21
0.631679 -0.114777 0.00800896 1 21
0.637813 -0.109539 -0.0489289 1 21
0.650078 -0.109539 -0.2041 1 21
0.656211 -0.104303 0.0435305 1 21
0.643946 -0.104303 -0.316878 1 21
0.650078 -0.0990703 0.283885 1 21
0.625547 -0.109539 0.146923 1 21
0.631679 -0.104303 -0.53666 1 21
0.619414 -0.104303 0.0690302 1 21
0.625547 -0.0990703 0.123897 1 21
0.637813 -0.0990703 0.341429 1 21
0.643946 -0.0938403 0.204438 1 21
0.631679 -0.0938403 -0.110397 1 21
0.637813 -0.0886129 -0.400175 1 21
0.662345 -0.0990703 0.171316 1 21
0.668476 -0.0938403 0.0400138 1 21
0.656211 -0.0938403 -0.0974566 1 21
0.662345 -0.0886129 0.310022 1 21
0.67461 -0.0886129 -0.178704 1 21
0.680742 -0.0833878 -0.0160083 1 21
0.668476 -0.0833878 -0.212071 1 21
0.67461 -0.0781651 -0.311882 1 21
0.650078 -0.0886129 0.0876906 1 21
0.656211 -0.0833878 -0.121789 1 21
0.643946 -0.0833878 -0.192294 1 21
0.650078 -0.0781651 -0.267573 1 21
0.662345 -0.0781651 -0.0455014 1 21
0.668476 -0.0729445 -0.0691683 1 21
0.656211 -0.0729445 0.0124454 1 21
0.662345 -0.0677258 0.315301 1 21
0.61328 -0.0990703 0.141506 1 21
0.619414 -0.0938403 -0.108782 1 21
0.607149 -0.0938403 -0.157995 1 21
0.61328 -0.0886129 0.300161 1 21
0.625547 -0.0886129 0.00037086 1 21
0.631679 -0.0833878 0.239077 1 21
0.619414 -0.0833878 0.443447 1 21
0.625547 -0.0781651 0.0943601 1 21
0.601015 -0.0886129 0.416114 1 21
0.607149 -0.0833878 -0.0635806 1 21
0.594883 -0.0833878 -0.319429 1 21
0.601015 -0.0781651 0.233586 1 21
0.61328 -0.0781651 0.180112 1 21
0.619414 -0.0729445 0.137827 1 21
0.607149 -0.0729445 0.917367 1 21
0.61328 -0.0677258 -0.267407 1 21
0.637813 -0.0781651 -0.0744093 1 21
0.643946 -0.0729445 0.0366718 1 21
0.631679 -0.0729445 0.179045 1 21
0.637813 -0.0677258 0.238098 1 21
0.650078 -0.0677258 -0.272156 1 21
0.656211 -0.062509 0.273769 1 21
0.643946 -0.062509 -0.291365 1 21
0.650078 -0.057294 -0.21098 1 21
0.625547 -0.0677258 -0.178558 1 21
0.631679 -0.062509 0.333628 1 21
0.619414 -0.062509 -0.0998647 1 21
0.625547 -0.057294 0.618321 1 21
0.637813 -0.057294 -0.198987 1 21
0.643946 -0.0520806 0.0307286 1 21
0.631679 -0.0520806 0.233198 1 21
0.637813 -0.0468683 0.0379512 1 21
0.539687 -0.120019 -0.0176951 1 20
0.545821 -0.114777 0.0687517 1 20
0.533554 -0.114777 0.503833 1 20
0.539687 -0.109539 0.261695 1 20
0.551953 -0.109539 0.0284078 1 20
0.558086 -0.104303 -0.15339 1 20
0.545821 -0.104303 0.492291 1 20
0.551953 -0.0990703 0.0484455 1 20
0.527422 -0.109539 -0.0480636 1 20
0.533554 -0.104303 0.158044 1 20
0.521289 -0.104303 0.176433 1 20
0.527422 -0.0990703 0.121965 1 20
0.539687 -0.0990703 0.12463 1 20
0.545821 -0.0938403 0.017604 1 20
0.533554 -0.0938403 -0.154237 1 20
0.539687 -0.0886129 -0.0537033 1 20
0.56422 -0.0990703 0.123615 1 20
0.570351 -0.0938403 0.348088 1 20
0.558086 -0.0938403 0.14786 1 20
0.56422 -0.0886129 0.10616 1 20
0.576485 -0.0886129 0.082177 1 21
0.582617 -0.0833878 -0.213704 1 21
0.570351 -0.0833878 0.0954808 1 20
0.576485 -0.0781651 0.388614 1 21
0.551953 -0.0886129 0.139332 1 20
0.558086 -0.0833878 -0.030486 1 20
0.545821 -0.0833878 -0.212742 1 20
0.551953 -0.0781651 0.154328 1 20
0.56422 -0.0781651 0.644389 1 20
0.570351 -0.0729445 0.306243 1 20
0.558086 -0.0729445 -0.228653 1 20
0.56422 -0.0677258 0.517086 1 20
0.515155 -0.0990703 0.434681 1 20
0.521289 -0.0938403 0.333885 1 20
0.509024 -0.0938403 0.231256 1 20
0.515155 -0.0886129 0.286167 1 20
0.527422 -0.0886129 0.375307 1 20
0.533554 -0.0833878 -0.0133746 1 20
0.521289 -0.0833878 0.0440263 1 20
0.527422 -0.0781651 0.0896233 1 20
0.50289 -0.0886129 0.533889 1 20
0.509024 -0.0833878 0.0152175 1 20
0.496758 -0.0833878 -0.321011 1 20
0.50289 -0.0781651 0.093313 1 20
0.515155 -0.0781651 0.0926793 1 20
0.521289 -0.0729445 -0.0158374 1 20
0.509024 -0.0729445 -0.0993865 1 20
0.515155 -0.0677258 -0.178634 1 20
0.539687 -0.0781651 0.120807 1 20
0.545821 -0.0729445 0.120912 1 20
0.533554 -0.0729445 -0.209541 1 20
0.539687 -0.0677258 -0.214528 1 20
0.551953 -0.0677258 0.0926286 1 20
0.558086 -0.062509 0.26337 1 20
0.545821 -0.062509 0.233318 1 20
0.551953 -0.057294 0.0371475 1 20
0.527422 -0.0677258 -0.130229 1 20
0.533554 -0.062509 -0.154732 1 20
0.521289 -0.062509 0.188211 1 20
0.527422 -0.057294 0.0686134 1 20
0.539687 -0.057294 0.113067 1 20
0.545821 -0.0520806 0.0408264 1 20
0.533554 -0.0520806 0.102337 1 20
0.539687 -0.0468683 -0.00699151 1 20
0.58875 -0.0781651 0.320919 1 21
0.594883 -0.0729445 0.304078 1 21
0.582617 -0.0729445 0.457221 1 21
0.58875 -0.0677258 0.167024 1 21
0.601015 -0.0677258 0.453981 1 21
0.594883 -0.062509 0.202901 1 21
0.576485 -0.0677258 0.372103 1 21
0.582617 -0.062509 0.0628364 1 21
0.570351 -0.062509 0.275069 1 20
0.576485 -0.057294 0.251938 1 21
0.58875 -0.057294 0.303558 1 21
0.594883 -0.0520806 0.225971 1 21
0.582617 -0.0520806 0.828282 1 21
0.58875 -0.0468683 1.2785 1 21
0.619414 -0.0520806 0.0417074 1 21
0.625547 -0.0468683 0.139209 1 21
0.631679 -0.0416577 -0.210944 1 21
0.619414 -0.0416577 -0.105127 1 21
0.625547 -0.0364479 0.216865 1 21
0.594883 -0.0416577 0.00857234 1 21
0.601015 -0.0364479 0.287592 1 21
0.61328 -0.0364479 0.237027 1 21
0.619414 -0.0312392 0.514075 1 21
0.607149 -0.0312392 0.297508 1 21
0.61328 -0.0260315 0.432428 1 21
0.56422 -0.057294 0.281575 1 20
0.570351 -0.0520806 0.122277 1 20
0.558086 -0.0520806 -0.31425 1 20
0.56422 -0.0468683 -0.131865 1 20
0.576485 -0.0468683 0.0407647 1 21
0.582617 -0.0416577 1.18312 1 21
0.570351 -0.0416577 -0.315688 1 20
0.576485 -0.0364479 0.754782 1 21
0.551953 -0.0468683 -0.102475 1 20
0.558086 -0.0416577 -0.203781 1 20
0.545821 -0.0416577 -0.0210648 1 20
0.551953 -0.0364479 0.121634 1 20
0.56422 -0.0364479 -0.0911802 1 20
0.570351 -0.0312392 0.478499 1 20
0.558086 -0.0312392 -0.0295649 1 20
0.56422 -0.0260315 0.145954 1 20
0.58875 -0.0364479 0.428952 1 21
0.594883 -0.0312392 0.299082 1 21
0.582617 -0.0312392 0.713407 1 21
0.58875 -0.0260315 0.306155 1 21
0.601015 -0.0260315 -0.241995 1 21
0.607149 -0.0208243 -0.29863 1 23
0.594883 -0.0208243 0.172345 1 23
0.601015 -0.0156177 0.593022 1 23
0.576485 -0.0260315 0.68448 1 21
0.582617 -0.0208243 0.0370934 1 23
0.570351 -0.0208243 0.138781 1 23
0.576485 -0.0156177 0.531619 1 23
0.58875 -0.0156177 0.582209 1 23
0.594883 -0.0104116 0.274517 1 23
0.582617 -0.0104116 0.305513 1 23
0.58875 -0.00520572 1.02257 1 23
0.686875 -0.0781651 -0.141805 1 21
0.693008 -0.0729445 -0.0508918 1 21
0.680742 -0.0729445 -0.0422021 1 21
0.686875 -0.0677258 0.277361 1 21
0.69914 -0.0677258 0.299082 1 21
0.705274 -0.062509 0.0137798 1 21
0.693008 -0.062509 0.394274 1 21
0.69914 -0.057294 -0.00258374 1 21
0.67461 -0.0677258 0.138961 1 21
0.680742 -0.062509 -0.241074 1 21
0.668476 -0.062509 0.218401 1 21
0.67461 -0.057294 -0.0442168 1 21
0.686875 -0.057294 0.400364 1 21
0.693008 -0.0520806 0.490314 1 21
0.680742 -0.0520806 0.146225 1 21
0.686875 -0.0468683 0.318113 1 21
0.711405 -0.057294 0.0364146 1 21
0.717539 -0.0520806 -0.427811 1 21
0.705274 -0.0520806 0.276527 1 21
0.711405 -0.0468683 -0.0386414 1 21
0.723672 -0.0468683 0.0383132 1 21
0.729804 -0.0416577 -0.107306 1 21
0.717539 -0.0416577 -0.014958 1 21
0.723672 -0.0364479 0.0541219 1 21
0.69914 -0.0468683 0.232788 1 21
0.705274 -0.0416577 0.119563 1 21
0.693008 -0.0416577 0.481797 1 21
